0.000000000000000000e+00,0.000000000000000000e+00
1.257894956392309471e-02,1.582216267330947585e-04
2.515789912784618942e-02,6.327863705997148524e-04
3.773684869176928414e-02,1.423393885976801266e-03
5.031579825569237885e-02,2.529543808035591979e-03
6.289474781961547356e-02,3.950536069415771893e-03
7.547369738353856827e-02,5.685471343288660620e-03
8.805264694746166299e-02,7.733251612529018840e-03
1.006315965113847577e-01,1.009258086463528381e-02
1.132105460753078524e-01,1.276196591195838739e-02
1.257894956392309471e-01,1.573971733672006879e-02
1.383684452031540557e-01,1.902395056022260569e-02
1.509473947670771365e-01,2.261258703557320754e-02
1.635263443310002174e-01,2.650335556316835844e-02
1.761052938949233260e-01,3.069379372810534731e-02
1.886842434588464346e-01,3.518124945861143826e-02
2.012631930227695154e-01,3.996288270450432806e-02
2.138421425866925962e-01,4.503566723462160831e-02
2.264210921506157048e-01,5.039639255208160085e-02
2.390000417145388134e-01,5.604166592616349057e-02
2.515789912784618942e-01,6.196791453952089218e-02
2.641579408423849751e-01,6.817138774936967738e-02
2.767368904063081114e-01,7.464815946121924894e-02
2.893158399702311923e-01,8.139413061364463020e-02
3.018947895341542731e-01,8.840503177252734268e-02
3.144737390980773539e-01,9.567642583312248317e-02
3.270526886620004348e-01,1.032037108282425203e-01
3.396316382259235711e-01,1.109821228407802535e-01
3.522105877898466519e-01,1.190067390187274365e-01
3.647895373537697328e-01,1.272724806907818695e-01
3.773684869176928691e-01,1.357741165805695371e-01
3.899474364816159500e-01,1.445062661174488228e-01
4.025263860455390308e-01,1.534634028418014329e-01
4.151053356094621116e-01,1.626398579026537006e-01
4.276842851733851925e-01,1.720298236454161356e-01
4.402632347373083288e-01,1.816273572874697040e-01
4.528421843012314096e-01,1.914263846792723656e-01
4.654211338651544905e-01,2.014207041486068550e-01
4.780000834290776268e-01,2.116039904255350990e-01
4.905790329930007077e-01,2.219697986455761440e-01
5.031579825569237885e-01,2.325115684285741224e-01
5.157369321208469248e-01,2.432226280306741817e-01
5.283158816847699502e-01,2.540961985667791190e-01
5.408948312486930865e-01,2.651253983008144965e-01
5.534737808126162228e-01,2.763032470010865493e-01
5.660527303765392482e-01,2.876226703579761179e-01
5.786316799404623845e-01,2.990765044611743417e-01
5.912106295043854098e-01,3.106575003336248808e-01
6.037895790683085462e-01,3.223583285193031278e-01
6.163685286322316825e-01,3.341715837219304541e-01
6.289474781961547079e-01,3.460897894916860063e-01
6.415264277600778442e-01,3.581054029569514796e-01
6.541053773240008695e-01,3.702108195980921002e-01
6.666843268879240059e-01,3.823983780602549509e-01
6.792632764518471422e-01,3.946603650021367482e-01
6.918422260157701675e-01,4.069890199776538542e-01
7.044211755796933039e-01,4.193765403474238318e-01
7.170001251436164402e-01,4.318150862169500281e-01
7.295790747075394655e-01,4.442967853983857962e-01
7.421580242714626019e-01,4.568137383927357020e-01
7.547369738353857382e-01,4.693580233893418496e-01
7.673159233993087636e-01,4.819217012794903554e-01
7.798948729632318999e-01,4.944968206809675637e-01
7.924738225271549252e-01,5.070754229703809957e-01
8.050527720910780616e-01,5.196495473200656301e-01
8.176317216550011979e-01,5.322112357363840696e-01
8.302106712189242232e-01,5.447525380962331409e-01
8.427896207828473596e-01,5.572655171785703132e-01
8.553685703467703849e-01,5.697422536877726484e-01
8.679475199106935213e-01,5.821748512656529373e-01
8.805264694746166576e-01,5.945554414889581141e-01
8.931054190385396829e-01,6.068761888491878143e-01
9.056843686024628193e-01,6.191292957115823725e-01
9.182633181663859556e-01,6.313070072501409946e-01
9.308422677303089809e-01,6.434016163555450474e-01
9.434212172942321173e-01,6.554054685128855029e-01
9.560001668581552536e-01,6.673109666461006784e-01
9.685791164220782790e-01,6.791105759260637198e-01
9.811580659860014153e-01,6.907968285392741548e-01
9.937370155499244406e-01,7.023623284141365941e-01
1.006315965113847577e+00,7.137997559018344207e-01
1.018894914677770602e+00,7.251018724088363898e-01
1.031473864241693850e+00,7.362615249781059301e-01
1.044052813805616875e+00,7.472716508161092452e-01
1.056631763369539900e+00,7.581252817627641694e-01
1.069210712933463148e+00,7.688155487014936007e-01
1.081789662497386173e+00,7.793356859065958542e-01
1.094368612061309198e+00,7.896790353251833539e-01
1.106947561625232446e+00,7.998390507909723945e-01
1.119526511189155471e+00,8.098093021672643221e-01
1.132105460753078496e+00,8.195834794164923442e-01
1.144684410317001522e+00,8.291553965937593640e-01
1.157263359880924769e+00,8.385189957618381928e-01
1.169842309444847794e+00,8.476683508251587895e-01
1.182421259008770820e+00,8.565976712803547999e-01
1.195000208572694067e+00,8.653013058809941871e-01
